date,tt_buying,tt_selling,bill_buying,bill_selling,card_buying,card_selling,cn_buying,cn_selling,publication_only,source_file
2023-11-28,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/11/2023-11-28-14:15.pdf
2023-11-29,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/11/2023-11-29-14:15.pdf
2023-11-30,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/11/2023-11-30-14:15.pdf
2023-12-01,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-01-14:15.pdf
2023-12-02,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-02-14:15.pdf
2023-12-04,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-04-14:15.pdf
2023-12-06,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-06-14:15.pdf
2023-12-07,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-07-14:15.pdf
2023-12-08,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-08-14:15.pdf
2023-12-11,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-11-14:15.pdf
2023-12-12,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-12-14:15.pdf
2023-12-13,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-13-14:15.pdf
2023-12-14,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-14-14:15.pdf
2023-12-15,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-15-14:15.pdf
2023-12-16,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-16-14:15.pdf
2023-12-18,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-18-14:15.pdf
2023-12-19,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-19-14:15.pdf
2023-12-20,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-20-14:15.pdf
2023-12-21,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-21-14:15.pdf
2023-12-22,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-22-14:15.pdf
2023-12-26,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-26-14:15.pdf
2023-12-27,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-27-14:15.pdf
2023-12-28,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-28-14:15.pdf
2023-12-29,0.25,0.26,0.25,0.26,,,0.25,0.26,false,2023/12/2023-12-29-14:15.pdf
2023-12-30,0.25,0.26,0.25,0.27,,,0.25,0.26,false,2023/12/2023-12-30-14:15.pdf
